device_id,a,b,c,is_abnormal,iforest_score,autoencoder_score,ensemble_score,iforest_pred,autoencoder_pred,ensemble_pred
dev_0088061,a3,b4,c3,0,0.5152574735394567,0.37012094,0.99913,0,0,0
dev_1139423,a2,b1,c2,0,0.4991492817882462,0.7358921,0.99913,0,0,0
dev_1210202,a3,b3,c2,0,0.502221267814332,0.86318696,0.99913,0,0,0
dev_1526710,a1,b1,c2,0,0.5049241502286232,0.7167705,0.99913,0,0,0
dev_0157520,a4,b2,c2,0,0.5044745247028485,0.7680011,0.999115,0,0,0
dev_1556948,a3,b3,c2,0,0.5010207414617872,0.92884606,0.999115,0,0,0
dev_1038305,a3,b4,c3,0,0.5024318602710278,0.8274568,0.999115,0,0,0
dev_1766661,a4,b2,c3,0,0.5065198150035567,0.4943492,0.999115,0,0,0
dev_0330227,a2,b1,c1,0,0.5019107136152328,0.7261636,0.9991,0,0,0
dev_0906527,a1,b3,c1,0,0.49844209474565193,0.74463934,0.9991,0,0,0
dev_1041402,a2,b1,c2,0,0.5120059601478115,0.28807288,0.99908507,0,0,0
dev_1763281,a2,b1,c1,0,0.5032602494644293,0.61972946,0.999085,0,0,0
dev_0599686,a4,b5,c3,0,0.512972518685428,0.34946108,0.99908495,0,0,0
dev_0644682,a1,b4,c3,0,0.5029912423982674,0.74745226,0.99907005,0,0,0
dev_1269637,a1,b2,c3,0,0.5126100395480809,0.3011084,0.99907005,0,0,0
dev_0170071,a3,b5,c3,0,0.5108601964947208,0.49131116,0.99907,0,0,0
dev_0585376,a4,b5,c2,0,0.5090814648192902,0.44467455,0.99907,0,0,0
dev_0411183,a3,b2,c3,0,0.5030775238873247,0.3957652,0.99907,0,0,0
dev_0987372,a2,b3,c3,0,0.5059363296754356,0.31948042,0.99907,0,0,0
dev_1472818,a2,b3,c2,0,0.4978082514345571,0.8397817,0.99907,0,0,0
dev_1150060,a4,b1,c1,0,0.5136447472584587,0.3332753,0.999055,0,0,0
dev_1619745,a3,b3,c1,0,0.5016836466263874,0.40686068,0.999055,0,0,0
dev_1057047,a3,b1,c3,0,0.500078583605351,0.8838497,0.99905497,0,0,0
dev_1346270,a2,b3,c2,0,0.5000623271551893,0.70326394,0.99904,0,0,0
dev_1286854,a1,b1,c1,0,0.5134469701065868,0.3432296,0.99904,0,0,0
dev_0306561,a2,b5,c1,0,0.5027402388100616,0.7056238,0.99904,0,0,0
dev_0253077,a3,b4,c1,0,0.506968553442475,0.6241689,0.99904,0,0,0
dev_1513627,a3,b3,c3,0,0.5057124043118466,0.477566,0.99904,0,0,0
dev_0871991,a4,b1,c2,0,0.5002538899877297,0.9078695,0.999025,0,0,0
dev_0298567,a2,b2,c2,0,0.4945690432697894,0.7312727,0.999025,0,0,0
dev_1577411,a4,b2,c2,0,0.5002073625129123,1.0928063,0.999025,0,0,0
dev_0697215,a1,b5,c3,0,0.5186076570854073,0.32318383,0.999025,0,0,0
dev_1939219,a1,b4,c3,0,0.5133048243321948,0.31637913,0.999025,0,0,0
dev_0265182,a2,b1,c2,0,0.4962286903312096,0.79143804,0.999025,0,0,0
dev_1435945,a2,b2,c3,0,0.4948357539548001,0.674653,0.999025,0,0,0
dev_0505856,a3,b5,c1,0,0.5018463913518869,0.64156884,0.99900997,0,0,0
dev_0181873,a4,b2,c3,0,0.4999608361027283,0.792616,0.99900997,0,0,0
dev_0997345,a4,b4,c3,0,0.5108476646533285,0.3284688,0.99900997,0,0,0
dev_1548847,a2,b2,c3,0,0.49316792418475996,0.75963914,0.99900997,0,0,0
dev_1636077,a2,b5,c3,0,0.5040237722816806,0.43152627,0.99900997,0,0,0
dev_1664991,a2,b5,c2,0,0.500641352615724,0.8598889,0.99900997,0,0,0
dev_1579280,a4,b5,c1,0,0.504163239494662,0.79362327,0.99900997,0,0,0
dev_0669034,a4,b5,c1,0,0.5031712262974498,0.8637159,0.99900997,0,0,0
dev_1783796,a3,b4,c2,0,0.501713996610286,0.6950478,0.998995,0,0,0
dev_1389206,a2,b3,c1,0,0.49958537799006436,0.7110695,0.998995,0,0,0
dev_1877746,a4,b2,c3,0,0.5011078810438887,0.7210169,0.99899495,0,0,0
dev_1933781,a1,b2,c1,0,0.4987896955742576,0.7202397,0.99898005,0,0,0
dev_1864368,a4,b5,c2,0,0.5007338370431146,0.9843374,0.99898,0,0,0
dev_1230175,a2,b4,c1,0,0.5004979847106232,0.5689023,0.99898,0,0,0
dev_1219558,a2,b5,c1,0,0.5031089745897395,0.548761,0.99898,0,0,0
dev_1000613,a4,b5,c1,0,0.5090297583826148,0.3369402,0.99898,0,0,0
dev_1784000,a4,b5,c3,0,0.5013876783807131,0.82889956,0.99898,0,0,0
dev_0529282,a2,b5,c2,0,0.5103941580308728,0.32984993,0.99898,0,0,0
dev_0434308,a3,b2,c2,0,0.5070007417037798,0.32690778,0.99898,0,0,0
dev_0468829,a4,b3,c2,0,0.49838634098748585,0.6844751,0.99898,0,0,0
dev_1896755,a2,b4,c1,0,0.5020865509339062,0.37696633,0.998965,0,0,0
dev_0384539,a1,b5,c3,0,0.5038972604766921,0.5083714,0.998965,0,0,0
dev_1172420,a3,b2,c3,0,0.49710629572160553,0.7026672,0.998965,0,0,0
dev_1506722,a1,b3,c1,0,0.49780794619813995,0.7350941,0.998965,0,0,0
dev_0317182,a2,b3,c3,0,0.49324006710813617,0.79603916,0.998965,0,0,0
dev_0279457,a3,b4,c2,0,0.5112578848686107,0.33314994,0.99895,0,0,0
dev_0661397,a1,b5,c1,0,0.5007308476793116,0.36296126,0.99895,0,0,0
dev_1437495,a3,b4,c2,0,0.49753800908399864,0.9541339,0.99895,0,0,0
dev_1175415,a1,b4,c1,0,0.502054331088399,0.6981288,0.99893504,0,0,0
dev_0983039,a2,b1,c2,0,0.49453678155230996,0.98386836,0.99892,0,0,0
dev_1174572,a1,b4,c2,0,0.5062151105233795,0.3156462,0.99892,0,0,0
dev_0869982,a3,b4,c1,0,0.5089337230360986,0.35747638,0.99891996,0,0,0
dev_0703456,a4,b5,c2,0,0.5047135943420104,0.49558818,0.99891996,0,0,0
dev_0268962,a4,b5,c3,0,0.5016907711915507,0.742317,0.99890494,0,0,0
dev_0707940,a1,b5,c2,0,0.5491499812357281,0.27990475,0.99889004,0,0,0
dev_0362974,a1,b1,c3,0,0.5010893801929204,0.35403094,0.99889004,0,0,0
dev_0231857,a2,b4,c2,0,0.4998564031566377,0.38255703,0.99889,0,0,0
dev_0020268,a4,b1,c3,0,0.4991401087878622,1.0641214,0.99889,0,0,0
dev_0491997,a1,b4,c3,0,0.5053027115517317,0.33927885,0.998875,0,0,0
dev_1235688,a1,b2,c1,0,0.4973309155184236,0.75425667,0.998875,0,0,0
dev_0903771,a1,b2,c2,0,0.4973368142878833,0.65855616,0.998875,0,0,0
dev_0113878,a3,b2,c1,0,0.49561665625584916,0.42804635,0.998875,0,0,0
dev_1315724,a3,b4,c2,0,0.5135337476642713,0.29805225,0.99886,0,0,0
dev_1981259,a4,b5,c1,0,0.5029811072796837,0.71502864,0.99886,0,0,0
dev_0322854,a3,b2,c1,0,0.5025239731523412,0.32178774,0.99886,0,0,0
dev_0972710,a2,b4,c3,0,0.502817972838469,0.52829957,0.99886,0,0,0
dev_0748309,a3,b1,c2,0,0.501724012251942,0.5400686,0.99886,0,0,0
dev_0622791,a2,b5,c2,0,0.4974249600000734,0.83887774,0.99886,0,0,0
dev_0915014,a3,b4,c3,0,0.5013583503228918,0.6965442,0.998845,0,0,0
dev_1738494,a2,b4,c2,0,0.49390848939367077,1.1028636,0.998845,0,0,0
dev_0672541,a4,b1,c3,0,0.49877004349407544,0.8844168,0.998845,0,0,0
dev_0246208,a2,b2,c3,0,0.491661928854993,0.74072325,0.998845,0,0,0
dev_0660566,a3,b2,c3,0,0.4945465702958076,0.7850874,0.99882996,0,0,0
dev_0821228,a4,b4,c1,0,0.5019956629391441,0.38335207,0.99882996,0,0,0
dev_0314818,a2,b5,c1,0,0.4990134194239017,0.7584098,0.99882996,0,0,0
dev_0068135,a1,b5,c2,0,0.5077961539993867,0.32145214,0.99881506,0,0,0
dev_0135123,a3,b5,c2,0,0.49625574482026313,0.9210974,0.998815,0,0,0
dev_0840747,a1,b4,c2,0,0.4964958756372253,0.79260767,0.998815,0,0,0
dev_0258822,a1,b1,c1,0,0.4951311528570151,0.85778093,0.99880004,0,0,0
dev_1641492,a4,b4,c1,0,0.4985089951020177,0.8036731,0.9988,0,0,0
dev_0447853,a3,b5,c2,0,0.49896555720649477,0.46011156,0.9988,0,0,0
dev_0488535,a3,b3,c2,0,0.4979700567611763,0.7493709,0.9988,0,0,0
dev_0870011,a3,b4,c2,0,0.4972124283755228,0.76663435,0.9988,0,0,0
dev_0346408,a2,b3,c3,0,0.49194655984539526,0.84423476,0.9988,0,0,0
dev_0516366,a1,b2,c3,0,0.49361066943013115,0.92951393,0.998785,0,0,0
dev_1685740,a1,b5,c3,0,0.5006444483390421,0.6755719,0.998785,0,0,0
dev_0948148,a3,b3,c3,0,0.4974984718508421,0.9904097,0.998785,0,0,0
dev_0583481,a4,b2,c3,0,0.49883303968763865,0.65088785,0.998785,0,0,0
dev_1087127,a3,b4,c3,0,0.5098627704260147,0.3193041,0.998785,0,0,0
dev_0065671,a2,b5,c1,0,0.49894585563952826,0.73339236,0.99877,0,0,0
dev_1596239,a2,b5,c3,0,0.5053276294034265,0.3313071,0.998755,0,0,0
dev_0695953,a3,b4,c3,0,0.4996909862426268,0.7886454,0.998755,0,0,0
dev_0885429,a2,b3,c1,0,0.4975900629902014,0.46761155,0.998755,0,0,0
dev_0360499,a3,b3,c3,0,0.49918274005366,0.5824193,0.998755,0,0,0
dev_0273939,a4,b2,c1,0,0.5000025664840281,0.70053273,0.998755,0,0,0
dev_1197510,a1,b3,c2,0,0.5444824031303954,0.27059194,0.998755,0,0,0
dev_0169432,a1,b5,c3,0,0.5022235821156809,0.40244272,0.9987401,0,0,0
dev_1428010,a2,b1,c2,0,0.5026107350097563,0.28817636,0.99874,0,0,0
dev_1945370,a3,b3,c1,0,0.4986141549066376,0.3376035,0.99873996,0,0,0
dev_0525099,a1,b5,c2,0,0.49933569034035596,0.49363238,0.99872506,0,0,0
dev_1675293,a4,b4,c2,0,0.5111862488317717,0.29061195,0.998725,0,0,0
dev_0951508,a4,b1,c3,0,0.49952970893577014,0.5599467,0.99872494,0,0,0
dev_1457942,a2,b5,c1,0,0.4979045423006282,0.818784,0.99872494,0,0,0
dev_1898394,a1,b5,c3,0,0.5004123361125136,0.5151584,0.99871004,0,0,0
dev_0497646,a1,b4,c1,0,0.5031783553040035,0.36193365,0.99871004,0,0,0
dev_1468118,a2,b3,c2,0,0.5297662771782283,0.27346858,0.99871004,0,0,0
dev_1441332,a1,b4,c1,0,0.5044982142710248,0.31994376,0.99871004,0,0,0
dev_0620431,a3,b2,c3,0,0.49386742561230584,0.7848051,0.99871,0,0,0
dev_1292089,a3,b5,c3,0,0.49726560490760907,0.9601843,0.99871,0,0,0
dev_0676629,a3,b4,c3,0,0.4994877290645423,0.7516029,0.998695,0,0,0
dev_0443035,a2,b2,c3,0,0.4938145035095256,0.35907707,0.99868,0,0,0
dev_1736423,a2,b3,c1,0,0.49666059877814817,0.60615027,0.99868,0,0,0
dev_1637152,a3,b4,c2,0,0.5363581216390422,0.27695686,0.99868,0,0,0
dev_1338287,a4,b5,c3,0,0.5231699299963313,0.29073554,0.998665,0,0,0
dev_0227676,a1,b2,c2,0,0.4951573061675205,0.8998682,0.9986501,0,0,0
dev_1626893,a1,b4,c2,0,0.49585097010827933,0.6974318,0.9986501,0,0,0
dev_0091905,a1,b2,c2,0,0.4945175925827717,0.9196652,0.99865,0,0,0
dev_0337665,a2,b4,c3,0,0.49797674799525177,0.6558702,0.99865,0,0,0
dev_1305942,a3,b3,c3,0,0.49729855186387945,0.7627063,0.99864995,0,0,0
dev_1890613,a4,b1,c2,0,0.4950797287038843,0.95510507,0.99864995,0,0,0
dev_0378479,a2,b1,c1,0,0.4995282691118805,0.34419042,0.99863505,0,0,0
dev_1150822,a2,b1,c1,0,0.4974546354454042,0.4065885,0.99863505,0,0,0
dev_1395724,a1,b3,c1,0,0.528285429273471,0.27711394,0.99863505,0,0,0
dev_1248326,a4,b1,c1,0,0.5087831453609002,0.29999566,0.99863493,0,0,0
dev_0881948,a1,b3,c2,0,0.49671107777200457,0.64993894,0.99862003,0,0,0
dev_1486543,a2,b2,c2,0,0.48942903371237023,0.7498336,0.99862003,0,0,0
dev_1484538,a1,b5,c2,0,0.4972075749969204,0.5964261,0.99862003,0,0,0
dev_0607871,a2,b5,c3,0,0.4945400596324802,0.64844376,0.99862,0,0,0
dev_1356129,a1,b1,c2,0,0.49944665390992277,0.54202724,0.998605,0,0,0
dev_1807583,a4,b3,c2,0,0.49436287578841104,0.72858894,0.998605,0,0,0
dev_0793631,a1,b4,c3,0,0.4970243836113396,0.9359452,0.99859005,0,1,0
dev_0460572,a4,b2,c2,0,0.536152310676122,0.26839393,0.99859,0,0,0
dev_0712300,a3,b1,c2,0,0.49687419331844207,0.73652554,0.99859,0,0,0
dev_1186496,a2,b5,c1,0,0.4965134010545995,0.90317684,0.99859,0,0,0
dev_1250423,a2,b2,c3,0,0.48831443756994414,1.1958733,0.99859,0,1,0
dev_1669550,a3,b5,c1,0,0.5023758459491138,0.32153147,0.99859,0,0,0
dev_0404671,a1,b5,c3,0,0.4995495153681034,0.51406294,0.99859,0,0,0
dev_0623049,a3,b1,c3,0,0.5025200745831635,0.33307958,0.99859,0,0,0
dev_0419486,a1,b5,c3,0,0.49735335071064307,0.74161744,0.99857503,0,0,0
dev_1805158,a1,b5,c1,0,0.4978785849017922,0.34031057,0.99857503,0,0,0
dev_1010858,a2,b2,c1,0,0.49326118441085676,0.40339205,0.998575,0,0,0
dev_0198354,a2,b3,c2,0,0.49288395225761916,0.7319974,0.99855995,0,0,0
dev_1865726,a4,b1,c1,0,0.5059009418059215,0.30621368,0.99855995,0,0,0
dev_0089385,a1,b5,c1,0,0.49317632938021394,0.8573941,0.99854505,0,0,0
dev_0840240,a1,b5,c3,0,0.49655882935149437,0.81736624,0.99854505,0,0,0
dev_0516879,a4,b5,c3,0,0.5065654050091754,0.31035438,0.998545,0,0,0
dev_0618616,a2,b5,c1,0,0.4952800945648172,0.93225706,0.998545,0,0,0
dev_0950420,a3,b5,c3,0,0.49629641858491474,0.8076647,0.998545,0,0,0
dev_1656066,a4,b5,c3,0,0.4980559128718427,0.5265501,0.99853003,0,0,0
dev_1543257,a4,b5,c3,0,0.4966752966913095,0.75629103,0.99853,0,0,0
dev_0868622,a3,b5,c1,0,0.4954544890797722,0.7453034,0.998515,0,0,0
dev_0608868,a3,b1,c2,0,0.4991899014076193,0.4297641,0.998515,0,0,0
dev_0368278,a3,b5,c2,0,0.495016653669175,0.69827336,0.998515,0,0,0
dev_1130560,a4,b1,c2,0,0.4961789107438442,0.44937044,0.998515,0,0,0
dev_0561771,a3,b2,c1,0,0.5277413118076562,0.26746508,0.998515,0,0,0
dev_1200429,a1,b2,c2,0,0.4960196871873372,0.5026605,0.9985,0,0,0
dev_0515185,a2,b5,c1,0,0.4979536962791392,0.3897932,0.9985,0,0,0
dev_0289260,a2,b2,c2,0,0.49285451679079756,0.33048886,0.9985,0,0,0
dev_0221579,a3,b1,c3,0,0.4948597009146473,0.7905828,0.99848497,0,0,0
dev_0456335,a3,b4,c2,0,0.4975341375781685,0.36724237,0.99848497,0,0,0
dev_1556176,a3,b3,c3,0,0.4976170283521231,0.40791133,0.99848497,0,0,0
dev_0654204,a2,b3,c1,0,0.4943429959424696,0.74339193,0.99848497,0,0,0
dev_1944249,a4,b3,c3,0,0.493211374050911,0.78228384,0.99848497,0,0,0
dev_0464786,a2,b5,c2,0,0.49336827434708863,0.7287759,0.99848497,0,0,0
dev_1155352,a2,b2,c3,0,0.489973957076615,0.4988031,0.99847,0,0,0
dev_0086451,a2,b5,c3,0,0.4941860881657042,0.5057532,0.99847,0,0,0
dev_1055564,a2,b2,c3,0,0.48861060118959426,0.7254266,0.99846995,0,0,0
dev_0779306,a4,b1,c3,0,0.5050179091399011,0.28997514,0.99846995,0,0,0
dev_0703097,a3,b5,c2,0,0.5157781396509108,0.271089,0.99846995,0,0,0
